"","","",Number ,"",Confirmed Blood Lead Level Category,"",""
"","",Population,Confirmed  ,"","","",""
Locality ,FIPS ,< 36 Months ,Elevated ,10-14 µg/dL ,15-19 µ g/dL 20-44 µ g/dL 45-69 µ g/dL ,≥ 70 µg/dL,""
Accomack County ,51001 ,"1,155 ",5 ,1 ,1 3,"",""
Albemarle County ,51003 ,"3,303 ",2 ,1 ,1,"",""
Alleghany County ,51005 ,455 ,0,"","","",""
Amelia County ,51007 ,442 ,0,"","","",""
Amherst County ,51009 ,"1,036 ",0,"","","",""
Appomattox County ,51011 ,493 ,1 ,1,"","",""
Arlington County ,51013 ,"7,466 ",3 ,2 ,1,"",""
Augusta County ,51015 ,"2,249 ",0,"","","",""
Bath County ,51017 ,92 ,0,"","","",""
Bedford County ,51019 ,"1,904 ",0,"","","",""
Bland County ,51021 ,165 ,0,"","","",""
Botetourt County ,51023 ,896 ,0,"","","",""
Brunswick County ,51025 ,508 ,0,"","","",""
Buchanan County ,51027 ,652 ,0,"","","",""
Buckingham County ,51029 ,584 ,0,"","","",""
Campbell County ,51031 ,"1,783 ",1 ,"",1,"",""
Caroline County ,51033 ,"1,188 ",2 ,2,"","",""
Carroll County ,51035 ,926 ,0,"","","",""
Charles City County ,51036 ,165 ,0,"","","",""
Charlotte County ,51037 ,438 ,0,"","","",""
Chesterfield County ,51041 ,"11,511 ",0,"","","",""
Clarke County ,51043 ,425 ,2 ,1 ,1,"",""
Craig County ,51045 ,160 ,0,"","","",""
Culpeper County ,51047 ,"1,904 ",2 ,1 ,1,"",""
Cumberland County ,51049 ,385 ,0,"","","",""
Dickenson County ,51051 ,515 ,0,"","","",""
Dinwiddie County ,51053 ,933 ,1 ,"",1,"",""
Essex County ,51057 ,389 ,0,"","","",""
Fairfax County ,51059 ,"43,507 ",9 ,9,"","",""
Fauquier County ,51061 ,"2,154 ",0,"","","",""
Floyd County ,51063 ,495 ,0,"","","",""
Fluvanna County ,51065 ,932 ,0,"","","",""
"Lead-Safe Virginia Program, Virginia Department of Health ","","","","","","",1
"","","",Number ,"",Confirmed Blood Lead Level Category,"",""
"","",Population,Confirmed  ,"","","",""
Locality ,FIPS ,< 36 Months ,Elevated ,10-14 µg/dL ,15-19 µ g/dL 20-44 µ g/dL 45-69 µ g/dL ,≥ 70 µg/dL,""
Franklin County ,51067 ,"1,881 ",0,"","","",""
Frederick County ,51069 ,"2,876 ",3 ,3,"","",""
Giles County ,51071 ,529 ,0,"","","",""
Gloucester County ,51073 ,"1,089 ",0,"","","",""
Goochland County ,51075 ,606 ,0,"","","",""
Grayson County ,51077 ,416 ,1 ,1,"","",""
Greene County ,51079 ,772 ,0,"","","",""
Greensville County ,51081 ,282 ,0,"","","",""
Halifax County ,51083 ,"1,134 ",0,"","","",""
Hanover County ,51085 ,"3,047 ",0,"","","",""
Henrico County ,51087 ,"12,142 ",4 ,1 ,3,"",""
Henry County ,51089 ,"1,721 ",0,"","","",""
Highland County ,51091 ,43 ,0,"","","",""
Isle of Wight County ,51093 ,"1,067 ",1 ,1,"","",""
James City County ,51095 ,"1,985 ",0,"","","",""
King and Queen County ,51097 ,212 ,0,"","","",""
King George County ,51099 ,"1,093 ",0,"","","",""
King William County ,51101 ,588 ,0,"","","",""
Lancaster County ,51103 ,258 ,0,"","","",""
Lee County ,51105 ,792 ,0,"","","",""
Loudoun County ,51107 ,"15,955 ",1 ,"",1,"",""
Louisa County ,51109 ,"1,213 ",0,"","","",""
Lunenburg County ,51111 ,407 ,2 ,2,"","",""
Madison County ,51113 ,425 ,0,"","","",""
Mathews County ,51115 ,223 ,0,"","","",""
Mecklenburg County ,51117 ,924 ,0,"","","",""
Middlesex County ,51119 ,271 ,2 ,"",2,"",""
Montgomery County ,51121 ,"2,625 ",0,"","","",""
Nelson County ,51125 ,433 ,1 ,1,"","",""
New Kent County ,51127 ,562 ,0,"","","",""
Northampton County ,51131 ,411 ,0,"","","",""
Northumberland County ,51133 ,310 ,0,"","","",""
"Lead-Safe Virginia Program, Virginia Department of Health ","","","","","","",2
"","","",Number ,"",Confirmed Blood Lead Level Category,"",""
"","",Population,Confirmed  ,"","","",""
